published_at,topic,source,title,url
2026-07-16T10:00:00+00:00,science,Space.com,"SpaceX will launch Starship, the world's largest rocket, on critical Flight 13 test on July 23. Here's what to expect.",https://www.space.com/space-exploration/launches-spacecraft/spacex-starship-flight-13-starlink-v3-satellites
2026-07-16T08:25:19+00:00,science,ScienceDaily,"AI flags more than 250,000 suspicious cancer research papers",https://www.sciencedaily.com/releases/2026/07/260714225538.htm
2026-07-16T05:37:21+00:00,science,ScienceDaily,Scientists finally solved how a common gut bacterium triggers colon cancer,https://www.sciencedaily.com/releases/2026/07/260713084910.htm
2026-07-16T04:25:05+00:00,science,ScienceDaily,More than 400 sick as CDC searches for the source of a mystery outbreak,https://www.sciencedaily.com/releases/2026/07/260715083530.htm
2026-07-16T04:16:48+00:00,science,ScienceDaily,Quantum breakthrough links light and magnetism in atomically thin materials,https://www.sciencedaily.com/releases/2026/07/260715083523.htm
2026-07-16T00:00:00+00:00,science,Nature,Why do astronauts’ bodies waste away? Space-station study points to mitochondria,https://www.nature.com/articles/d41586-026-02089-0
2026-07-16T00:00:00+00:00,science,Nature,Daily briefing: Naked mole rat queens use a smell to stay on top,https://www.nature.com/articles/d41586-026-02261-6
2026-07-16T00:00:00+00:00,science,Nature,AI is set to completely transform cybersecurity — here’s how researchers must prepare,https://www.nature.com/articles/d41586-026-02214-z
2026-07-16T00:00:00+00:00,science,Nature,A global capital for AI safety is emerging — and it’s not in Silicon Valley,https://www.nature.com/articles/d41586-026-01389-9
2026-07-16T00:00:00+00:00,science,Nature,US politicians push agencies to restrict research collaboration with China,https://www.nature.com/articles/d41586-026-02226-9
2026-07-16T00:00:00+00:00,science,Nature,CRISPR gets a power boost from AI-designed ‘molecular scissors’,https://www.nature.com/articles/d41586-026-02217-w
2026-07-16T00:00:00+00:00,science,Nature,Will making ‘replication studies’ easier to find help science self-correct?,https://www.nature.com/articles/d41586-026-02175-3
2026-07-16T00:00:00+00:00,science,Nature,‘Explosive diarrhoea’ outbreak grips US: how researchers are hunting its source,https://www.nature.com/articles/d41586-026-02225-w
2026-07-15T22:00:00+00:00,science,Space.com,'Full steam ahead': NASA ramps up prep for Artemis III astronaut launch in 2027,https://www.space.com/space-exploration/artemis/full-steam-ahead-nasa-ramps-up-prep-for-artemis-iii-astronaut-launch-in-2027
2026-07-15T21:55:00+00:00,science,NPR Science,Fear and hope in Utah in the shadow of America's largest wildfire,https://www.npr.org/2026/07/15/nx-s1-5892509/fear-and-hope-in-utah-in-the-shadow-of-americas-largest-wildfire
2026-07-15T18:00:00+00:00,science,Scientific American,Scientists discover a ‘remarkable’ new monkey species with orange lips and a froglike roar,https://www.scientificamerican.com/video/scientists-discover-a-remarkable-new-monkey-species-with-orange-lips-and-a-froglike-roar/
2026-07-15T17:30:00+00:00,science,Scientific American,How to avoid getting cyclosporiasis—and why washing lettuce may not be enough,https://www.scientificamerican.com/article/how-to-avoid-getting-cyclosporiasis-and-why-washing-lettuce-may-not-be-enough/
2026-07-15T17:00:00+00:00,science,Scientific American,Mathematicians are closing in on the hidden order inside chaos,https://www.scientificamerican.com/article/mathematicians-are-closing-in-on-the-hidden-order-inside-chaos/
2026-07-15T15:16:35+00:00,science,NPR Science,Cancer disparities researchers say federal funding changes have disrupted their work,https://www.npr.org/2026/07/15/nx-s1-5893653/cancer-disparities-gaps-research-funding-grant-disruptions
2026-07-15T15:00:00+00:00,science,Scientific American,Trump’s latest CDC chief pick Erica Schwartz faces Senate confirmation hearing,https://www.scientificamerican.com/article/trumps-latest-cdc-chief-pick-erica-schwartz-faces-senate-confirmation-hearing/
2026-07-15T14:37:59+00:00,science,ScienceDaily,The hidden skeleton “gatekeeper” inside brain cells could help fight Alzheimer's,https://www.sciencedaily.com/releases/2026/07/260714225542.htm
2026-07-15T14:00:00+00:00,science,Scientific American,Indonesia’s new capital is changing the Borneo rainforest forever. Science is listening to the change,https://www.scientificamerican.com/video/indonesias-new-capital-is-changing-the-borneo-rainforest-forever-science-is-listening-to-the-change/
2026-07-15T13:47:30+00:00,science,ScienceDaily,This pet gecko could help scientists unlock the secrets of cancer,https://www.sciencedaily.com/releases/2026/07/260714225525.htm
2026-07-15T13:21:38+00:00,science,ScienceDaily,NASA captured the Black Sea turning brilliant turquoise from space,https://www.sciencedaily.com/releases/2026/07/260713084900.htm
2026-07-15T13:00:00+00:00,science,Scientific American,See the first x-rays of humans taken in space,https://www.scientificamerican.com/article/see-the-first-x-rays-of-humans-taken-in-space/
2026-07-15T12:21:11+00:00,science,ScienceDaily,"Archaeologists found Homer's Iliad inside a 1,600-year-old Egyptian mummy",https://www.sciencedaily.com/releases/2026/07/260713084918.htm
2026-07-15T12:00:00+00:00,science,Scientific American,Astronomers just accidentally spotted the faintest exoplanet ever seen from Earth,https://www.scientificamerican.com/article/astronomers-just-accidentally-spotted-the-faintest-exoplanet-ever-seen-from-earth/
2026-07-15T11:04:02+00:00,science,ScienceDaily,Are humans really the ultimate super-predator?,https://www.sciencedaily.com/releases/2026/07/260714225540.htm
2026-07-15T10:30:00+00:00,science,Scientific American,The Perseid meteor shower aligns with a total solar eclipse this year—here’s how to see it,https://www.scientificamerican.com/article/the-perseid-meteor-shower-aligns-with-a-total-solar-eclipse-this-year-heres-how-to-see-it/
2026-07-15T10:00:00+00:00,science,Scientific American,"August's solar eclipse inspires science involving jets, balloons and Einstein’s general theory of relativity",https://www.scientificamerican.com/article/augusts-solar-eclipse-inspires-science-involving-jets-balloons-and-einsteins-general-theory-of-relativity/
2026-07-15T06:30:25+00:00,science,ScienceDaily,Astronomers just found four hidden white dwarf stars near Earth,https://www.sciencedaily.com/releases/2026/07/260714225528.htm
2026-07-15T04:45:47+00:00,science,ScienceDaily,"Going to museums, movies, and theater may help your body stay younger",https://www.sciencedaily.com/releases/2026/07/260714225526.htm
2026-07-15T03:39:03+00:00,science,ScienceDaily,Scientists finally solved why some frogs survive a deadly fungus,https://www.sciencedaily.com/releases/2026/07/260714225523.htm
2026-07-15T00:24:05+00:00,science,ScienceDaily,Chewing bubble gum after beetroot may help lower blood pressure,https://www.sciencedaily.com/releases/2026/07/260713084904.htm
2026-07-15T00:00:00+00:00,science,Nature,Selectivity Emerges from Indiscriminate Photoreduction,https://www.nature.com/articles/s41586-026-10897-7
2026-07-15T00:00:00+00:00,science,Nature,An ATPγS recycling strategy for practical biocatalytic thiophosphorylation,https://www.nature.com/articles/s41586-026-10895-9
2026-07-15T00:00:00+00:00,science,Nature,The simple chemical that lets queen naked mole-rats 'rule',https://www.nature.com/articles/d41586-026-02186-0
2026-07-15T00:00:00+00:00,science,Nature,‘Holy grail’ of naked mole-rat research reveals how queens rule,https://www.nature.com/articles/d41586-026-02221-0
2026-07-15T00:00:00+00:00,science,Nature,Modular in vivo antibody–ADC click to reverse drug resistance in tumours,https://www.nature.com/articles/s41586-026-10789-w
2026-07-15T00:00:00+00:00,science,Nature,A queen odour mediates reproductive suppression in a eusocial mammal,https://www.nature.com/articles/s41586-026-10772-5
2026-07-15T00:00:00+00:00,science,Nature,Highly fragmented European wetlands with uneven restoration needs,https://www.nature.com/articles/s41586-026-10760-9
2026-07-15T00:00:00+00:00,science,Nature,Universal gates from braiding and fusing anyons on quantum hardware,https://www.nature.com/articles/s41586-026-10709-y
2026-07-15T00:00:00+00:00,science,Nature,Food systems transformation would reshape global agriculture,https://www.nature.com/articles/s41586-026-10775-2
2026-07-15T00:00:00+00:00,science,Nature,Quantum statistical plasmonic metacrystals,https://www.nature.com/articles/s41586-026-10782-3
2026-07-15T00:00:00+00:00,science,Nature,Ammonia pressure controls colloidal metal nitride synthesis in molten salts,https://www.nature.com/articles/s41586-026-10801-3
2026-07-15T00:00:00+00:00,science,Nature,Scalable quasi-pure MOF membranes for energy-efficient gas separations,https://www.nature.com/articles/s41586-026-10655-9
2026-07-15T00:00:00+00:00,science,Nature,A Bayesian framework for longitudinal EHR and genetic discovery,https://www.nature.com/articles/s41586-026-10780-5
2026-07-15T00:00:00+00:00,science,Nature,Programming fracture resistance in metamaterials via elastic instabilities,https://www.nature.com/articles/s41586-026-10804-0
2026-07-15T00:00:00+00:00,science,Nature,Regression to the mean can explain saturation of geomagnetic storms,https://www.nature.com/articles/s41586-026-10757-4
2026-07-15T00:00:00+00:00,science,Nature,Metabolite glues as a means of purine sensing and chemotherapeutic response,https://www.nature.com/articles/s41586-026-10790-3
2026-07-15T00:00:00+00:00,science,Nature,Rising dust pollution across Europe in a changing climate,https://www.nature.com/articles/s41586-026-10743-w
2026-07-15T00:00:00+00:00,science,Nature,"Rarely categorical, highly separable representations along the cortical hierarchy",https://www.nature.com/articles/s41586-026-10668-4
2026-07-15T00:00:00+00:00,science,Nature,People use fast and flat simulation to reason about new games,https://www.nature.com/articles/s41586-026-10722-1
2026-07-15T00:00:00+00:00,science,Nature,Cell-type signatures of Alzheimer’s disease shared across population groups,https://www.nature.com/articles/s41586-026-10793-0
2026-07-15T00:00:00+00:00,science,Nature,Ketogenic diet mediates intestinal tumorigenesis through lipids not ketones,https://www.nature.com/articles/s41586-026-10779-y
2026-07-15T00:00:00+00:00,science,Nature,Fractional high-Chern insulator in twisted rhombohedral graphene,https://www.nature.com/articles/s41586-026-10762-7
2026-07-15T00:00:00+00:00,science,Nature,An encyclopedia of human enhancer–gene regulatory interactions,https://www.nature.com/articles/s41586-026-10781-4
2026-07-15T00:00:00+00:00,science,Nature,Magnetic character of the low-energy enhancement in 70 Zn,https://www.nature.com/articles/s41586-026-10758-3
2026-07-15T00:00:00+00:00,science,Nature,GPC3-specific dnTGFβRII-armoured CAR T cells for hepatocellular carcinoma,https://www.nature.com/articles/s41586-026-10786-z
2026-07-15T00:00:00+00:00,science,Nature,"Catalyst-free, microdroplet-mediated waste plastic conversion to diacids",https://www.nature.com/articles/s41586-026-10746-7
2026-07-15T00:00:00+00:00,science,Nature,Graphene oxide-polydopamine membranes with controlled interlayer spacing,https://www.nature.com/articles/s41586-026-10765-4
2026-07-15T00:00:00+00:00,science,Nature,Relapse,https://www.nature.com/articles/d41586-026-02133-z
2026-07-15T00:00:00+00:00,science,Nature,How to end poverty and protect Earth: inside the debate tearing up economics,https://www.nature.com/articles/d41586-026-02216-x
2026-07-15T00:00:00+00:00,science,Nature,Improvements in educational opportunities go hand in hand with innovation,https://www.nature.com/articles/d41586-026-02016-3
2026-07-15T00:00:00+00:00,science,Nature,Beyond lithium: how sodium-ion batteries could change the world,https://www.nature.com/articles/d41586-026-02150-y
2026-07-15T00:00:00+00:00,science,Nature,Nucleotides act as ‘molecular glue’ and can sense their own abundance,https://www.nature.com/articles/d41586-026-01945-3
2026-07-15T00:00:00+00:00,science,Nature,AI avatars are reshaping society in China — the law is trying to catch up,https://www.nature.com/articles/d41586-026-01674-7
2026-07-15T00:00:00+00:00,science,Nature,Optical filter sorts light by its ‘quantum statistics’,https://www.nature.com/articles/d41586-026-02038-x
2026-07-15T00:00:00+00:00,science,Nature,How naked mole rat queens stop rivals reproducing,https://www.nature.com/articles/d41586-026-02168-2
2026-07-15T00:00:00+00:00,science,Nature,Doctored data sets could trick AI agents,https://www.nature.com/articles/d41586-026-02071-w
2026-07-15T00:00:00+00:00,science,Nature,Why there needs to be a global debate on inequality,https://www.nature.com/articles/d41586-026-02147-7
2026-07-15T00:00:00+00:00,science,Nature,"A high-fat, low-carbohydrate diet can feed intestinal tumours",https://www.nature.com/articles/d41586-026-02039-w
2026-07-15T00:00:00+00:00,science,Nature,Daily briefing: The battery that could change everything,https://www.nature.com/articles/d41586-026-02249-2
2026-07-15T00:00:00+00:00,science,Nature,Blue LEDs made from perovskite material shine bright thanks to hydrogen bonds,https://www.nature.com/articles/d41586-026-02161-9
2026-07-15T00:00:00+00:00,science,Nature,Biologists pinpoint how common virus triggers multiple sclerosis,https://www.nature.com/articles/d41586-026-02204-1
2026-07-14T20:00:00+00:00,science,Scientific American,Experimental immune therapy shows promise against deadly childhood brain cancer,https://www.scientificamerican.com/article/experimental-immune-therapy-shows-promise-against-deadly-childhood-brain-cancer/
2026-07-14T19:25:00+00:00,science,Scientific American,NASA’s Hubble reveals a black hole hiding inside a massive star cluster in the Milky Way,https://www.scientificamerican.com/article/nasas-hubble-reveals-a-black-hole-hiding-inside-a-massive-star-cluster-in-the-milky-way/
2026-07-14T17:50:00+00:00,science,Scientific American,"Prepare for dangerous air pollution in the Northeast, thanks to Minnesota wildfires",https://www.scientificamerican.com/article/prepare-for-dangerous-air-pollution-in-the-northeast-thanks-to-minnesota-wildfires/
2026-07-14T17:23:00+00:00,science,Scientific American,T. rex fossil named ‘Gus’ becomes the most expensive dinosaur sold at auction,https://www.scientificamerican.com/article/t-rex-fossil-named-gus-becomes-the-most-expensive-dinosaur-sold-at-auction/
2026-07-14T16:46:18+00:00,science,NPR Science,Environmental groups sue government to stop a big change to the Endangered Species Act,https://www.npr.org/2026/07/14/nx-s1-5891858/trump-esa-harm-endangered-species-act-threatened-lawsuit
2026-07-14T15:00:00+00:00,science,Scientific American,Did scientists just create synthetic life?,https://www.scientificamerican.com/article/did-scientists-just-create-synthetic-life/
2026-07-14T13:27:21+00:00,science,ScienceDaily,Eating chili peppers may raise the risk of one deadly cancer,https://www.sciencedaily.com/releases/2026/07/260713084921.htm
2026-07-14T12:30:00+00:00,science,Scientific American,ChatGPT just proved another 50-year-old math conjecture,https://www.scientificamerican.com/article/chatgpt-just-proved-another-50-year-old-math-conjecture/
2026-07-14T12:00:00+00:00,science,Scientific American,Here's the deal with 'corn sweat'—it's not all actually corn's fault,https://www.scientificamerican.com/article/heres-the-deal-with-corn-sweat-its-not-all-actually-corns-fault/
2026-07-14T09:47:41+00:00,science,ScienceDaily,Popular weight-loss drugs Ozempic and Wegovy may slow biological aging,https://www.sciencedaily.com/releases/2026/07/260713084907.htm
2026-07-14T00:00:00+00:00,science,Nature,Bird flu H5N1 in Australia: protect Australian species from bird flu virus,https://www.nature.com/articles/d41586-026-02188-y
2026-07-14T00:00:00+00:00,science,Nature,Academia should recognize community partnerships as having societal impact,https://www.nature.com/articles/d41586-026-02190-4
2026-07-14T00:00:00+00:00,science,Nature,The Enhanced Games and the normalization of doping: a public health concern,https://www.nature.com/articles/d41586-026-02189-x
2026-07-14T00:00:00+00:00,science,Nature,AI models: one country’s fears become everyone’s constraint,https://www.nature.com/articles/d41586-026-02187-z
2026-07-14T00:00:00+00:00,science,Nature,How the calendar came to be,https://www.nature.com/articles/d41586-026-02102-6
2026-07-14T00:00:00+00:00,science,Nature,‘Dark comet’ unmasked by its mysterious motions,https://www.nature.com/articles/d41586-026-02192-2
2026-07-13T23:00:00+00:00,science,Scientific American,We finally know the name of a Maya mathematician,https://www.scientificamerican.com/article/we-finally-know-the-name-of-a-maya-mathematician/
2026-07-13T21:05:00+00:00,science,Scientific American,Why have there been so many record-breaking heat waves this summer?,https://www.scientificamerican.com/article/why-have-there-been-so-many-record-breaking-heat-waves-this-summer/
2026-07-13T20:52:29+00:00,science,NPR Science,The White House aims to give political appointees more power over research funding,https://www.npr.org/2026/07/13/nx-s1-5888656/the-white-house-aims-to-give-political-appointees-more-power-over-research-funding
2026-07-13T19:00:00+00:00,science,Scientific American,Scientists overwhelmingly against rule change that would give political appointees say over science grants,https://www.scientificamerican.com/article/scientists-overwhelmingly-against-rule-change-that-would-give-political-appointees-say-over-science-grants/
2026-07-13T15:00:00+00:00,science,Scientific American,Scientists spot sugar in interstellar space for the first time ever,https://www.scientificamerican.com/article/scientists-spot-sugar-in-interstellar-space-for-the-first-time-ever/
2026-07-13T13:00:00+00:00,science,Scientific American,Mathematicians still don’t know the fastest way to multiply numbers,https://www.scientificamerican.com/article/mathematicians-still-dont-know-the-fastest-way-to-multiply-numbers/
2026-07-13T10:45:00+00:00,science,Scientific American,Scientists catch bacteria sharing proteins to survive antibiotics,https://www.scientificamerican.com/article/scientists-catch-bacteria-sharing-proteins-to-survive-antibiotics/
2026-07-13T10:00:00+00:00,science,NPR Science,Pythons' extreme biology may hold clues for treating human disease,https://www.npr.org/2026/07/13/nx-s1-5887668/pythons-metabolism-digestion-human-disease-treatment
2026-07-12T10:30:00+00:00,science,Scientific American,Deadly meat allergies from tick bites are on the rise. Should you be worried?,https://www.scientificamerican.com/article/deadly-meat-allergies-from-tick-bites-are-on-the-rise-should-you-be-worried/
2026-07-12T10:00:00+00:00,science,Scientific American,Is it a problem for cats to eat insects? Researchers are probing feline diets to find out,https://www.scientificamerican.com/article/is-it-a-problem-for-cats-to-eat-insects-researchers-are-probing-feline-diets-to-find-out/
2026-07-11T15:00:00+00:00,science,Scientific American,"How a 1,900-year-old latrine helps explain why Roman concrete lasts",https://www.scientificamerican.com/article/how-a-1-900-year-old-latrine-helps-explain-why-roman-concrete-lasts/
2026-07-11T11:00:00+00:00,science,Scientific American,Wimbledon 2026 opened with a 148 mph serve—here’s how tennis players' brains track such fast balls,https://www.scientificamerican.com/article/wimbledon-2026-opened-with-a-148-mph-serve-heres-how-tennis-players-brains-track-such-fast-balls/
2026-07-10T17:10:00+00:00,science,Scientific American,China’s Long March 10B rocket successfully launches—and lands—in a global spaceflight milestone,https://www.scientificamerican.com/article/chinas-long-march-10b-rocket-successfully-launches-and-lands-in-a-global-spaceflight-milestone/
2026-07-10T16:43:00+00:00,science,Scientific American,"Odds of a Super El Niño are rising, and that could have deadly consequences",https://www.scientificamerican.com/article/odds-of-a-super-el-nino-are-rising-and-that-could-have-deadly-consequences/
2026-07-21T14:00:00+00:00,culture-arts,ARTnews,"Pousette-Dart Foundation Receives Major Donation, Announces Search for Next Director",https://www.artnews.com/art-news/news/richard-pousette-dart-foundation-donation-director-search-1234792920/
2026-07-21T13:36:24+00:00,culture-arts,NYT Arts,Cristo Fernandez Talks Returning to Pro Soccer After “Ted Lasso”,https://www.nytimes.com/2026/07/21/arts/television/cristo-fernandez-dani-rojas-interview.html
2026-07-21T13:32:01+00:00,culture-arts,NYT Arts,7 Other ‘Odyssey’ Movie Adaptations to Stream Now,https://www.nytimes.com/2026/07/21/movies/the-odyssey-movie-adaptations.html
2026-07-21T13:00:46+00:00,culture-arts,The Guardian (Culture),Splatoon Raiders review – Nintendo’s inky shooter fades to grey,https://www.theguardian.com/games/2026/jul/21/splatoon-raiders-review-nintendo-switch-2
2026-07-21T13:00:00+00:00,culture-arts,ARTnews,"UK Culture Ministry’s Challenges Under New Prime Minister, Charlie Kirk Statue with No Funding, and More: Morning Links for July 21, 2026",https://www.artnews.com/art-news/news/uk-culture-ministry-new-prime-minister-morning-links-july-21-2026-1234792921/
2026-07-21T11:13:53+00:00,culture-arts,BBC Entertainment & Arts,How a former Blue Peter presenter stunned America's Got Talent judges,https://www.bbc.co.uk/news/articles/c5yw85q18njo?at_medium=RSS&at_campaign=rss
2026-07-21T10:57:43+00:00,culture-arts,NYT Arts,"‘Heated Rivalry,’ ‘Dukes,’ With Jane Wickline, and More Must-See Theater",https://www.nytimes.com/2026/07/20/theater/heated-rivalry-dukes-jane-wickline-othello-theater-picks.html
2026-07-21T10:51:57+00:00,culture-arts,NYT Arts,‘Les Misérables’ in Concert and More: A Show’s Never-Ending Life,https://www.nytimes.com/2026/07/21/theater/les-miserables-valjean-javert.html
2026-07-21T10:00:43+00:00,culture-arts,The Guardian (Culture),Social Darwinists to tech bros: tracing the long fight against equality in US,https://www.theguardian.com/books/2026/jul/21/kim-phillips-fein-country-of-lords
2026-07-21T10:00:43+00:00,culture-arts,The Guardian (Culture),‘His chords are like sheets of diamond ice’: the beguiling psych-folk of late cult songwriter Ed Askew,https://www.theguardian.com/music/2026/jul/21/ed-askew-psych-folk-bill-callahan
2026-07-21T10:00:38+00:00,culture-arts,Hyperallergic,Luis Manuel Otero Alcántara Is Free,https://hyperallergic.com/luis-manuel-otero-alcantara-is-free/
2026-07-21T09:02:20+00:00,culture-arts,NYT Arts,"Like It or Not, Summer Means Storytime at Ballet Theater",https://www.nytimes.com/2026/07/21/arts/dance/american-ballet-theater-summer-dancer-standouts.html
2026-07-21T09:02:11+00:00,culture-arts,NYT Arts,Bill Maher Feuded With Trump. Did He Get the Last Laugh?,https://www.nytimes.com/2026/07/21/magazine/bill-maher-trump-mark-twain-prize.html
2026-07-21T09:01:59+00:00,culture-arts,NYT Arts,"Hot, Uncomfortable, Matchless: Opera Pilgrims Can’t Quit Bayreuth",https://www.nytimes.com/2026/07/21/arts/music/bayreuth-wagner-150.html
2026-07-21T09:01:07+00:00,culture-arts,NYT Arts,When Listening to Music Was a Team Sport,https://www.nytimes.com/2026/07/21/arts/design/art-of-noise-cooper-hewitt-smithsonian-design.html
2026-07-21T09:00:07+00:00,culture-arts,The Guardian (Culture),"The Odyssey: jaw-dropping action, dark magic and dolphin cameos – discuss with spoilers",https://www.theguardian.com/film/2026/jul/21/odyssey-christopher-nolan-discussion
2026-07-21T08:43:16+00:00,culture-arts,NYT Arts,"As Budget Cuts Loom, French Theater Turns Up the Political Heat",https://www.nytimes.com/2026/07/20/theater/france-theater-cuts-politics-avignon-festival.html
2026-07-21T07:44:58+00:00,culture-arts,NYT Arts,Seth Meyers Calls Trump ‘The Sports Reaper’,https://www.nytimes.com/2026/07/21/arts/television/late-night-trump-soccer-fifa-curse.html
2026-07-21T06:00:02+00:00,culture-arts,The Guardian (Culture),"‘Witty, engaging and absurd’: LensCulture critics’ choice award winners – in pictures",https://www.theguardian.com/artanddesign/gallery/2026/jul/21/lensculture-critics-choice-award-winners-in-pictures
2026-07-21T06:00:02+00:00,culture-arts,The Guardian (Culture),Cool Machine by Colson Whitehead review – final part of the Harlem Trilogy is freewheeling fun,https://www.theguardian.com/books/2026/jul/21/cool-machine-by-colson-whitehead-review-final-part-of-the-harlem-trilogy-is-freewheeling-fun
2026-07-21T04:00:08+00:00,culture-arts,The Guardian (Culture),"‘New Girl was so scary I had to stop smoking pot’: Jake Johnson on perseverance, pickleball and Prince",https://www.theguardian.com/film/2026/jul/21/new-girl-was-so-scary-i-had-to-stop-smoking-pot-jake-johnson-on-perseverance-pickleball-and-prince
2026-07-20T23:06:04+00:00,culture-arts,BBC Entertainment & Arts,"'I made £100,000 of TikTok sales in one day': The business of live shopping",https://www.bbc.co.uk/news/articles/cm2j22w8k0po?at_medium=RSS&at_campaign=rss
2026-07-20T22:24:04+00:00,culture-arts,Hyperallergic,A Homerist’s Review of “The Odyssey”,https://hyperallergic.com/a-homerists-review-of-the-odyssey/
2026-07-20T21:33:54+00:00,culture-arts,NYT Arts,"‘House of the Dragon’ Season 3, Episode 5 Recap: Under Pressure",https://www.nytimes.com/2026/07/19/arts/television/house-of-the-dragon-recap-season-3-episode-5.html
2026-07-20T20:53:11+00:00,culture-arts,Hyperallergic,A Homerist Reacts to Christopher Nolan’s “The Odyssey”,https://hyperallergic.com/a-homerist-reacts-to-christopher-nolans-the-odyssey/
2026-07-20T20:50:21+00:00,culture-arts,Hyperallergic,New Museum's Shiny New Building Leaks During Flash Floods,https://hyperallergic.com/new-museums-shiny-new-building-leaks-during-flash-floods/
2026-07-20T20:30:45+00:00,culture-arts,Hyperallergic,Cuban Artist Luis Manuel Otero Alcántara Exiled to the US,https://hyperallergic.com/cuban-artist-luis-manuel-otero-alcantara-exiled-to-the-us/
2026-07-20T19:48:13+00:00,culture-arts,BBC Entertainment & Arts,Paramount and Warner Bros mega merger paused by judge,https://www.bbc.co.uk/news/articles/c5ywxy41vg6o?at_medium=RSS&at_campaign=rss
2026-07-20T19:46:32+00:00,culture-arts,NYT Arts,White House Adds Jefferson Statue to the Rose Garden,https://www.nytimes.com/2026/07/20/arts/design/thomas-jefferson-statue-rose-garden-white-house.html
2026-07-20T19:31:57+00:00,culture-arts,ARTnews,"Christine Borland, Artist Who Researched Histories of Science and Medicine, Dies at 60",https://www.artnews.com/art-news/news/christine-borland-research-artist-dead-1234792817/
2026-07-20T19:30:29+00:00,culture-arts,ARTnews,"Vienna Will Get a New Art Fair in September, After Cancelation of City’s Main Two Fairs",https://www.artnews.com/art-news/market/astoria-artshow-vienna-new-fair-1234792859/
2026-07-20T19:21:15+00:00,culture-arts,ARTnews,"V&A Museum’s Head of Academic Programs Quits Citing ‘Racist’ Behavior of Staff, Newly Revealed Letter Shows",https://www.artnews.com/art-news/news/vas-head-academic-programmes-quit-over-racist-behavior-letter-1234792810/
2026-07-20T19:16:26+00:00,culture-arts,ARTnews,"New York Gallery The Hole Sued by Artists for Nearly $50,000 in Outstanding Payments",https://www.artnews.com/art-news/news/new-york-gallery-the-hole-sued-by-artists-outstanding-payments-1234792800/
2026-07-20T18:46:08+00:00,culture-arts,ARTnews,"David Zwirner Closes Upper East Side Gallery, Consolidating Manhattan Footprint",https://www.artnews.com/art-news/market/david-zwirner-closes-upper-east-side-gallery-1234792819/
2026-07-20T18:31:54+00:00,culture-arts,ARTnews,"2,500-Year-Old Necropolis Discovered Under Italian Pasta Factory",https://www.artnews.com/art-news/news/2500-year-old-necropolis-found-under-italian-pasta-factory-1234792812/
2026-07-20T18:03:21+00:00,culture-arts,The Guardian (Culture),Judge orders pause on Paramount-Warner merger after challenge from 12 states,https://www.theguardian.com/film/2026/jul/20/judge-pause-paramount-warner-bros-merger
2026-07-20T18:01:23+00:00,culture-arts,NYT Arts,"‘Ransom Canyon,’ and 5 More Shows to Watch on TV This Week",https://www.nytimes.com/2026/07/20/arts/television/ransom-canyon-tv-shows-to-watch.html
2026-07-20T17:57:01+00:00,culture-arts,NYT Arts,"Dave Dawson, Co-Founder of Bespoke Lighting Company Urban Electric, Dies at 53",https://www.nytimes.com/2026/07/20/arts/design/dave-dawson-dead.html
2026-07-20T17:48:25+00:00,culture-arts,BBC Entertainment & Arts,Beatles tour fans spot Sir Paul at traffic lights,https://www.bbc.co.uk/news/articles/cg7mglmgnvjo?at_medium=RSS&at_campaign=rss
2026-07-20T17:24:44+00:00,culture-arts,BBC Entertainment & Arts,How different is watching a film in IMAX?,https://www.bbc.co.uk/news/videos/c8xne47w4v4o?at_medium=RSS&at_campaign=rss
2026-07-20T17:19:16+00:00,culture-arts,ARTnews,"After Days of Uncertainty, Cuban Artist Luis Manuel Otero Alcántara Arrives in Miami",https://www.artnews.com/art-news/news/luis-manuel-otero-alcantara-miami-cuba-prison-release-1234792805/
2026-07-20T17:07:17+00:00,culture-arts,Hyperallergic,The Sunflower Effect of Kyung-Me,https://hyperallergic.com/the-sunflower-effect-of-kyung-me/
2026-07-20T16:59:04+00:00,culture-arts,ARTnews,"Flash Flooding at the New Museum, Legionnaires Outbreak in NYC Continues, and More: Morning Links for July 20, 2026",https://www.artnews.com/art-news/news/legionnaires-outbreak-in-nyc-morning-links-for-july-20-2026-1234792802/
2026-07-20T16:49:44+00:00,culture-arts,NYT Arts,Cat Cohen Turned Her Stroke Into a Punchline and Off Broadway Show,https://www.nytimes.com/2026/07/20/theater/cat-cohen-broad-strokes-comedy.html
2026-07-20T16:35:22+00:00,culture-arts,The Guardian (Culture),Apple Crumble: a tasty Knives Out-inspired mystery that lets you snoop on your own family,https://www.theguardian.com/games/2026/jul/20/apple-crumble-knives-out-inspired-mystery-game
2026-07-20T16:33:11+00:00,culture-arts,Hyperallergic,Activists Sue to Stop Frida Kahlo Works From Leaving Mexico,https://hyperallergic.com/activists-sue-to-stop-frida-kahlo-works-from-leaving-mexico/
2026-07-20T16:32:26+00:00,culture-arts,NYT Arts,"To Sell Homer’s ‘Odyssey,’ Book Publishers Get Creative",https://www.nytimes.com/2026/07/20/books/odyssey-book-editions.html
2026-07-20T16:18:51+00:00,culture-arts,NYT Arts,Want More of the ‘Odyssey’? Read These Books Next.,https://www.nytimes.com/2026/07/17/books/the-odyssey-books.html
